kind,file,ident,line,verdict_class,verdict,reason
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@pickPeaks:276,276,CODE,SURVIVES,control-flow branch within pickPeaks(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:289,289,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:295,295,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:319,319,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:345,345,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:391,391,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:398,398,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:432,432,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/phraseboundaryview.cpp,if@computePhraseBoundaryProfile:435,435,CODE,SURVIVES,control-flow branch within computePhraseBoundaryProfile(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:58,58,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:65,65,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:115,115,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:121,121,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:124,124,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,ternary@weightedPcView:130,130,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:135,135,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:138,138,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:155,155,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:157,157,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:165,165,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:167,167,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:177,177,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:184,184,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:188,188,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:199,199,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:202,202,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:212,212,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:218,218,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:220,220,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:225,225,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,ternary@weightedPcView:229,229,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:233,233,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:242,242,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:245,245,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:254,254,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:263,263,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:275,275,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:277,277,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:280,280,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:292,292,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:296,296,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:304,304,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:311,311,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:317,317,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:320,320,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:327,327,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:336,336,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:348,348,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:355,355,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:359,359,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:361,361,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,ternary@weightedPcView:367,367,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.cpp,if@weightedPcView:372,372,CODE,SURVIVES,control-flow branch within weightedPcView(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.h,if@isChordTrackStaff:76,76,CODE,SURVIVES-MIXED,control-flow branch within isChordTrackStaff(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.h,if@isChordTrackStaff:80,80,CODE,SURVIVES-MIXED,control-flow branch within isChordTrackStaff(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.h,if@isChordTrackStaff:83,83,CODE,SURVIVES-MIXED,control-flow branch within isChordTrackStaff(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.h,if@staffIsEligible:96,96,CODE,SURVIVES-MIXED,control-flow branch within staffIsEligible(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.h,if@staffIsEligible:99,99,CODE,SURVIVES-MIXED,control-flow branch within staffIsEligible(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontonecollector.h,if@staffIsEligible:102,102,CODE,SURVIVES-MIXED,control-flow branch within staffIsEligible(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@soundingAt:64,64,CODE,SURVIVES-MIXED,control-flow branch within soundingAt(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@soundingAt:67,67,CODE,SURVIVES-MIXED,control-flow branch within soundingAt(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@buildTones:108,108,CODE,SURVIVES-MIXED,control-flow branch within buildTones(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@collectPitchContext:136,136,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@collectPitchContext:139,139,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@collectPitchContext:147,147,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,ternary@collectPitchContext:161,161,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@collectPitchContext:168,168,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@collectPitchContext:174,174,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@collectPitchContext:180,180,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@collectPitchContext:185,185,CODE,RETIRES,control-flow branch within collectPitchContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@pitchContextOverSpan:240,240,CODE,SURVIVES-MIXED,control-flow branch within pitchContextOverSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@pitchContextOverSpan:244,244,CODE,SURVIVES-MIXED,control-flow branch within pitchContextOverSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@pitchContextOverSpan:252,252,CODE,SURVIVES-MIXED,control-flow branch within pitchContextOverSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@pitchContextOverSpan:261,261,CODE,SURVIVES-MIXED,control-flow branch within pitchContextOverSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,else-if@pitchContextOverSpan:263,263,CODE,SURVIVES-MIXED,control-flow branch within pitchContextOverSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,ternary@pitchContextOverSpan:268,268,CODE,SURVIVES-MIXED,control-flow branch within pitchContextOverSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:297,297,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:315,315,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:320,320,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:323,323,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:327,327,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:335,335,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:340,340,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,ternary@detectOnsetSubBoundaries:356,356,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectOnsetSubBoundaries:360,360,CODE,RETIRES,control-flow branch within detectOnsetSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:382,382,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:401,401,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:406,406,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:409,409,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:413,413,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:417,417,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:425,425,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:430,430,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@detectBassMovementSubBoundaries:441,441,CODE,RETIRES,control-flow branch within detectBassMovementSubBoundaries(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:486,486,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:492,492,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:497,497,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:503,503,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:510,510,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:529,529,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:544,544,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:550,550,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:555,555,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:561,561,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:568,568,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/regiontoneprimitives.cpp,if@findTemporalContext:586,586,CODE,SURVIVES-MIXED,control-flow branch within findTemporalContext(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/spellingview.cpp,if@lineOfFifths:38,38,CODE,SURVIVES,control-flow branch within lineOfFifths(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/spellingview.cpp,if@sharpFlatSense:47,47,CODE,SURVIVES,control-flow branch within sharpFlatSense(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/spellingview.cpp,if@spanSpelling:59,59,CODE,SURVIVES,control-flow branch within spanSpelling(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/spellingview.cpp,if@spanSpelling:64,64,CODE,SURVIVES,control-flow branch within spanSpelling(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/spellingview.cpp,else-if@spanSpelling:66,66,CODE,SURVIVES,control-flow branch within spanSpelling(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/engravingbridge/spellingview.cpp,if@spanSpelling:72,72,CODE,SURVIVES,control-flow branch within spanSpelling(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@scoreSpan:78,78,CODE,SURVIVES,control-flow branch within scoreSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@scoreSpan:82,82,CODE,SURVIVES,control-flow branch within scoreSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@rebuildForLoadedSpan:129,129,CODE,SURVIVES,control-flow branch within rebuildForLoadedSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@rebuildForLoadedSpan:134,134,CODE,SURVIVES,control-flow branch within rebuildForLoadedSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@rebuildForLoadedSpan:147,147,CODE,SURVIVES,control-flow branch within rebuildForLoadedSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@rebuildForLoadedSpan:168,168,CODE,SURVIVES,control-flow branch within rebuildForLoadedSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@rebuildForLoadedSpan:177,177,CODE,SURVIVES,control-flow branch within rebuildForLoadedSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@rebuildForLoadedSpan:181,181,CODE,SURVIVES,control-flow branch within rebuildForLoadedSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@rebuildForLoadedSpan:190,190,CODE,SURVIVES,control-flow branch within rebuildForLoadedSpan(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@extend:206,206,CODE,SURVIVES,control-flow branch within extend(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@extend:210,210,CODE,SURVIVES,control-flow branch within extend(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@extend:212,212,CODE,SURVIVES,control-flow branch within extend(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@extend:218,218,CODE,SURVIVES,control-flow branch within extend(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@extend:224,224,CODE,SURVIVES,control-flow branch within extend(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@extend:230,230,CODE,SURVIVES,control-flow branch within extend(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@build:250,250,CODE,SURVIVES,control-flow branch within build(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@overlapIndices:280,280,CODE,SURVIVES,control-flow branch within overlapIndices(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@collect:289,289,CODE,SURVIVES,control-flow branch within collect(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@collect:292,292,CODE,SURVIVES,control-flow branch within collect(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@collect:295,295,CODE,SURVIVES,control-flow branch within collect(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@overlapping:310,310,CODE,SURVIVES,control-flow branch within overlapping(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/notemodel/note_model.cpp,if@onsetIn:330,330,CODE,SURVIVES,control-flow branch within onsetIn(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,switch@beatTypeToWeight:43,43,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@beatTypeToWeight:44,44,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@beatTypeToWeight:45,45,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@beatTypeToWeight:46,46,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@beatTypeToWeight:47,47,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@beatTypeToWeight:48,48,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@beatTypeToWeight:49,49,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@beatTypeToWeight:50,50,CODE,SURVIVES-MIXED,control-flow branch within beatTypeToWeight(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@safeBeatType:60,60,CODE,SURVIVES-MIXED,control-flow branch within safeBeatType(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,if@safeBeatType:66,66,CODE,SURVIVES-MIXED,control-flow branch within safeBeatType(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,switch@regionMetricWeightForBeatType:76,76,CODE,SURVIVES-MIXED,control-flow branch within regionMetricWeightForBeatType(); disposition inherits the function; edge-behavior audited at file level
branch,src/composing/analysis/scoreharvest/metricweights.cpp,case@regionMetricWeightForBeatType:77,77,CODE,SURVIVES-MIXED,control-flow branch within regionMetricWeightForBeatType(); disposition inherits the function; edge-behavior audited at file level
