kind,file,line,ident,context,population,verdict,fire_route,in_param_manifest,notes
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1228,if@decodeWindowed,if (sc.hasChord) { prevailing = sc.chosen; },L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1229,if@decodeWindowed,if (t >= outFirst) { out.push_back(std::move(sc)); },L4-DECODER,SURVIVES,n/a,,Guard/branch in decodeWindowed. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1246,if@decode,if (T == 0) {,L4-DECODER,SURVIVES,n/a,,Guard/branch in decode. SURVIVES; edge behaviour reviewed (deterministic; no unhandled case found).
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1317,if@decodeSelection,if (selectionEnd <= selectionStart) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1327,if@decodeSelection,if (T == 0) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1336,if@decodeSelection,if (slices[static_cast<std::size_t>(i)].start < selectionEnd,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1338,if@decodeSelection,if (selFirst < 0) { selFirst = i; },L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1342,if@decodeSelection,if (selFirst < 0) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1354,if@decodeSelection,if (static_cast<int>(full.size()) != T) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1358,if@decodeSelection,if (decoded.empty()) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1383,if@decodeSelection,if ((earlierRelevant || laterRelevant) && attempt < maxSteps) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1385,if@decodeSelection,if (earlierRelevant) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1391,if@decodeSelection,if (laterRelevant) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1397,if@decodeSelection,if (grew) {,L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1407,if@decodeSelection,if (earlierClip) { decoded.front().clippedBySelectionEdge = true; },L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1408,if@decodeSelection,if (laterClip)   { decoded.back().clippedBySelectionEdge = true; },L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1410,if@decodeSelection,if (earlierRelevant && hardBoundSpent) { decoded.front().cueDenied = true; },L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
branch,src/composing/analysis/chord/chordslicedecoder.cpp,1411,if@decodeSelection,if (laterRelevant && hardBoundSpent)   { decoded.back().cueDenied = true; },L4-DECODER,SURVIVES,n/a,,decodeSelection branch — DORMANT (no production consumer; enableEdgeExtension default false). TEST-only (EDGE1-7). SURVIVES.
