kind,ident,line,func,verdict,subclass,manifest_present,flag,finding_slug,note,context
literal,4,3535,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""l5CadenceVoteWeight\"": "" << fmtDouble(fc.cadenceVoteWeight, 4)"
literal,4,3536,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""l5LicensedFit\"": "" << fmtDouble(fc.licensedProgressionFit, 4)"
literal,4,3537,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""l5NextBestMargin\"": "" << fmtDouble(fc.nextBestMargin, 4)"
literal,4,3538,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""l5Combined\"": "" << fmtDouble(fc.combined, 4)"
literal,6,3539,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""l5CombinedBoundary\"": "" << fmtDouble(fc.combinedBoundary, 6)   // D-L5a boundary form ∈ [0,1)"
branch,ternary,3542,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""l5OverrideContradiction\"": "" << fmtDouble((rr.overrodeCommit ? rr.functionConfidence : 0.0), 4)"
literal,0.0,3542,runFullSpine,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,"<< "", \""l5OverrideContradiction\"": "" << fmtDouble((rr.overrodeCommit ? rr.functionConfidence : 0.0), 4)"
literal,4,3542,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""l5OverrideContradiction\"": "" << fmtDouble((rr.overrodeCommit ? rr.functionConfidence : 0.0), 4)"
branch,ternary,3543,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""l4ChosenExtensions\"": "" << (hasChord ? static_cast<long long>(fr.extensions) : 0)"
branch,ternary,3544,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""l4ChosenExtKnown\"": "" << (hasChord && fr.extensionsKnown ? ""true"" : ""false"")"
branch,ternary,3545,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""openMark\"": "" << (unitOpenMark(i) ? ""true"" : ""false"");"
branch,ternary,3550,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (a ? "", "" : """")"
branch,ternary,3554,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""bassIsRoot\"": "" << (alt.bassIsRoot() ? ""true"" : ""false"")"
branch,ternary,3556,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""extKnown\"": "" << (alt.extensionsKnown ? ""true"" : ""false"")"
literal,5,3557,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""score\"": "" << fmtDouble(alt.score, 5) << "" }"";"
branch,ternary,3561,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (decoded.empty() ? ""]"" : ""\n  ]"");"
branch,if,3567,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (emitL6) {
branch,ternary,3585,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",gspan.startTick = slices.empty() ? 0 : slices.front().start;
branch,if,3601,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (emitProgressions) {
branch,if,3606,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!unitHasChord(i)) {
branch,ternary,3634,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (k ? "", "" : """") << fmtDouble(rec.weights[k], 4);"
literal,4,3634,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"os << (k ? "", "" : """") << fmtDouble(rec.weights[k], 4);"
branch,ternary,3640,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (s ? "", "" : """")"
literal,3,3645,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""matchScore\"": "" << fmtDouble(sp.matchScore, 3)"
literal,4,3646,runFullSpine,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""priorStrength\"": "" << fmtDouble(sp.priorStrength, 4)"
branch,ternary,3647,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","<< "", \""chordsOnly\"": "" << (sp.chordsOnly ? ""true"" : ""false"")"
branch,ternary,3654,runFullSpine,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runFullSpine; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (q ? "", "" : """")"
function,runJointProbe,3693,runJointProbe,SURVIVES,output-surface,,,,"Instrument output surface. Establishment: it CLAIMS to serialize the named analysis view; the diagnostic dumps return before / append after the standard writeJson and are default-off, so the committed corpus is byte-identical (reproduce-check confirmed this session).",[3693-3855]
branch,ternary,3714,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","const Fraction startTick = firstSegment ? firstSegment->tick() : Fraction(0, 1);"
literal,0.25,3718,runJointProbe,ESTABLISHED,formatting-or-structural,no,yes,onset-boundary-threshold-hardcoded,"onsetBoundaryThreshold is hard-coded to 0.25, duplicating the IComposingAnalysisConfiguration default the user-facing bridge reads; a documented latent divergence (roadmap 0.6) — the two coincide today but nothing mechanically keeps them equal, so a config-default change would make batch stop measuring the user pipeline.",opts.onsetBoundaryThreshold       = 0.25;
literal,64,3727,runJointProbe,ESTABLISHED,formatting-or-structural,n/a,,,"Serialization precision, index, buffer size, or structural cardinality constant; output-structural, not an inference lever.","auto keyKey = [](int f, analysis::KeySigMode m) { return (static_cast<int>(m) * 64) + (f + 16); };"
literal,16,3727,runJointProbe,ESTABLISHED,formatting-or-structural,n/a,,,"Serialization precision, index, buffer size, or structural cardinality constant; output-structural, not an inference lever.","auto keyKey = [](int f, analysis::KeySigMode m) { return (static_cast<int>(m) * 64) + (f + 16); };"
branch,if,3747,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (repSlice) { *repSlice = -1; }
branch,if,3748,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (it == decodedByKey.end()) { return -1; }
branch,if,3753,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (ov <= 0) { continue; }
branch,if,3754,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!dec[i].hasChord || dec[i].decision == cs::SliceDecision::Abstain) { continue; }
branch,if,3755,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (dec[i].chosen.rootPc < 0) { continue; }
branch,if,3760,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (rd.second > bestDur) { bestDur = rd.second; bestRoot = rd.first; }
branch,if,3762,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (repSlice && bestRoot >= 0) {
branch,if,3766,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (ov <= 0) { continue; }
branch,if,3767,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (!dec[i].hasChord || dec[i].decision == cs::SliceDecision::Abstain) { continue; }
branch,if,3768,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (dec[i].chosen.rootPc != bestRoot) { continue; }
branch,if,3769,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (ov > repOv) { repOv = ov; *repSlice = static_cast<int>(i); }
branch,ternary,3788,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",? 1.0 + static_cast<double>(hr.startTick - regionMeasure.measure->tick().ticks()) / Constants::DIVISION
literal,1.0,3788,runJointProbe,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,? 1.0 + static_cast<double>(hr.startTick - regionMeasure.measure->tick().ticks()) / Constants::DIVISION
literal,1.0,3789,runJointProbe,ESTABLISHED,init-or-neutral,n/a,,,Neutral initializer / beat base (1.0) / zero default; output-structural.,: 1.0;
branch,ternary,3792,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",const int prodRoot = hr.hasAnalyzedChord ? hr.chordResult.identity.rootPc : -1;
branch,if,3794,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (bassPc < 0) {
branch,if,3795,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (const auto* bt = analysis::bassToneFromTones(hr.tones)) { bassPc = bt->pitch % 12; }
literal,12,3795,runJointProbe,ESTABLISHED,music-theory,n/a,,,"Pitch-class / fifths arithmetic (12 pcs, 7=fifths-per-step); a music-theory fact.",if (const auto* bt = analysis::bassToneFromTones(hr.tones)) { bassPc = bt->pitch % 12; }
branch,ternary,3803,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (ri ? "",\n    "" : ""\n    "") << ""{\n"";"
literal,4,3805,runJointProbe,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"os << ""      \""beat\"": ""          << fmtDouble(beat, 4) << "",\n"";"
literal,6,3808,runJointProbe,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"os << ""      \""duration\"": ""      << fmtDouble(durationQn, 6) << "",\n"";"
branch,ternary,3815,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << ""      \""bassIsRoot\"": ""    << (bir ? ""true"" : ""false"") << "",\n"";"
literal,6,3818,runJointProbe,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"os << ""        \""keySeqMargin\"": "" << fmtDouble(hr.keyConfidence, 6) << "",\n"";"
branch,ternary,3824,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << ""        \""isPedalPoint\"": "" << (hr.chordResult.identity.isPedalPoint ? ""true"" : ""false"") << "",\n"";"
branch,if,3830,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard if branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).",if (repSlice >= 0) {
branch,ternary,3842,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (ai ? "", "" : """")"
literal,6,3846,runJointProbe,ESTABLISHED,formatting,n/a,,,fmtDouble output precision (significant digits); serialization formatting.,"<< "", \""keyConf\"": "" << fmtDouble(alt.normalizedConfidence, 6)"
branch,ternary,3853,runJointProbe,SURVIVES,serialization-guard,,,,"Serialization / guard ternary branch in runJointProbe; shapes JSON output or guards an edge case (empty regions, missing measure, absent chord).","os << (regions.empty() ? ""]"" : ""\n  ]"") << ""\n}\n"";"
function,main,3859,main,SURVIVES,pipeline-driver,,yes,exit-path-asymmetry,"main() ends the standard analysis path by force-exiting (TerminateProcess/std::_Exit, bypassing static destructors to dodge a Qt-TLS shutdown hang), while the ~10 diagnostic early-return paths return normally and DO run that destructor sequence; the two exit disciplines are inconsistent (whether the diagnostic returns are ever exposed to the same 'some runs' hang is unestablished — not observed on --validate-slices/--decode-chords this session).",[3859-4622]
branch,if,3869,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (args.size() < 2) {
literal,2,3869,main,ESTABLISHED,structural,n/a,,,Cardinality guard / exit-code constant; structural.,if (args.size() < 2) {
branch,if,3875,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"if (arg1 == ""--help"" || arg1 == ""-h"") {"
branch,if,3942,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"if (a == ""--preset"" || a == ""-p"") {"
branch,if,3943,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 < args.size()) {
branch,else-if,3949,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--param-override"") {"
branch,if,3950,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 < args.size()) {
branch,else-if,3956,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-regions"") {"
branch,if,3957,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 >= args.size()) {
branch,if,3963,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"if (mode == ""batch"") {"
branch,else-if,3965,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (mode == ""notation"") {"
branch,else-if,3967,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (mode == ""notation-premerge"") {"
branch,else-if,3974,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--section-level"") {"
branch,else-if,3976,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--validate-slices"") {"
branch,else-if,3978,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--decode-keymode"") {"
branch,else-if,3980,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--decode-chords"") {"
branch,else-if,3982,main,SURVIVES,arg-parse-dispatch,,yes,flags-absent-from-help,'--reachback-ab' is parsed here but is absent from printHelp() and BUILD_AND_TEST.md (documented only in an in-code comment) — an undocumented measurement mode on the shared harness (contract code->doc).,"} else if (a == ""--reachback-ab"") {"
branch,else-if,3984,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-fullspine"") {"
branch,else-if,3986,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--fullspine-no-override"") {"
branch,else-if,3990,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-region-keymargin"") {"
branch,else-if,3995,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-fanout"") {"
branch,else-if,4000,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-joint-probe"") {"
branch,else-if,4005,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-l6"") {"
branch,else-if,4009,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-progressions"") {"
branch,else-if,4014,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-vl"") {"
branch,else-if,4017,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-no-membership"") {"
branch,else-if,4021,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-no-two-pass"") {"
branch,else-if,4024,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-context-slices"" || a == ""--chord-topk"""
branch,if,4030,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 >= args.size()) {
branch,if,4036,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"if (a == ""--chord-context-slices"") {"
branch,else-if,4038,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-topk"") {"
branch,else-if,4040,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-uncertain-margin"") {"
branch,else-if,4042,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-min-pcs"") {"
branch,else-if,4044,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-max-context-slices"") {"
branch,else-if,4046,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-min-harmony-pcs"") {"
branch,else-if,4048,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-memb-salience"") {"
branch,else-if,4050,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-memb-penalty"") {"
branch,else-if,4052,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-memb-ref-dur"") {"
branch,else-if,4054,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--chord-stepwise-tol"") {"
branch,if,4057,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (!ok) {
branch,else-if,4062,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--seq-change-base"" || a == ""--seq-relative-extra"""
branch,if,4067,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 >= args.size()) {
branch,if,4073,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"if (a == ""--seq-change-base"") {"
branch,else-if,4075,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--seq-relative-extra"") {"
branch,else-if,4077,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--seq-per-fifth"") {"
branch,else-if,4079,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--seq-window-beats"") {"
branch,else-if,4081,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--seq-uncertain"") {"
branch,else-if,4083,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--seq-topk"") {"
branch,else-if,4085,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--seq-max-alts"") {"
branch,if,4088,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (!ok) {
branch,else-if,4093,main,SURVIVES,arg-parse-dispatch,,yes,flags-absent-from-help,The five '--key-in-*' emission-weight override flags are parsed here but are absent from printHelp() and BUILD_AND_TEST.md (documented only in an in-code comment) — undocumented measurement modes on the shared harness (contract code->doc).,"} else if (a == ""--key-in-neither"" || a == ""--key-in-keysig-only"""
branch,if,4097,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 >= args.size()) {
branch,if,4104,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (!ok) {
branch,if,4109,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"if (a == ""--key-in-neither"") { ovInNeither = dv; }"
branch,else-if,4110,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"else if (a == ""--key-in-keysig-only"") { ovInKeySigOnly = dv; }"
branch,else-if,4111,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"else if (a == ""--key-in-candidate-only"") { ovInCandidateOnly = dv; }"
branch,else-if,4112,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"else if (a == ""--key-in-both"") { ovInBoth = dv; }"
branch,else-if,4113,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"else if (a == ""--key-leading-tone"") { ovLeadingTone = dv; }"
branch,else-if,4114,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--ignore-declared-mode"") {"
branch,else-if,4116,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-cadence-anchor"") {"
branch,else-if,4118,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-modulation"") {"
branch,else-if,4120,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-joint-key"") {"
branch,else-if,4122,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--joint-key-wiring"") {"
branch,else-if,4124,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-tonicization"") {"
branch,else-if,4126,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-l5"") {"
branch,else-if,4128,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--diagnose-measures"") {"
branch,if,4129,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 >= args.size()) {
branch,else-if,4145,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,"} else if (a == ""--dump-key-candidates"") {"
branch,if,4146,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,if (i + 1 >= args.size()) {
branch,else-if,4162,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,} else if (inputPath.empty()) {
branch,else-if,4164,main,SURVIVES,arg-parse-dispatch,,,,Argument-parse / dispatch / disk-write branch in main(); routes to the standard path or a default-off diagnostic path.,} else if (outputPath.empty()) {
