id,category,file,line,unit_kind,tier,matched_signatures,date,ratified_by,evidence_pointer,dedup_group_size,status,conformance,decision_text
DH-00033,governing,ARCHITECTURE.md,707,paragraph,high,superseded;premise,2026-06-10,,docs/redesign_plan.md;cowork_target_architecture_review.md,1,,,"**Reconciliation (2026-06-10) — SUPERSEDED; see the 2026-06-29 reconciliation below.** This
section and `docs/redesign_plan.md` (""single comprehensive pass; iteration is not a design
premise"") name the same target imprecisely. The standard resolution of the circular
dependencies listed above is **joint inference over a hypothesis lattice**: each layer emits
ranked candidates with scores (chord cells per region, key candidates per window,
segmentation hypotheses), and a global decode (Viterbi / beam search) selects the jointly
best path. This *is* the single comprehensive pass, and it equals the fixpoint that
iteration between layers would converge to — computed exactly, with ""revise an earlier
commitment on later evidence"" arising automatically from backtracking rather than from
bespoke revision machinery. The quality levels above map onto beam width (Level 0 = beam 1
≈ current greedy behavior; Level 2 = exact DP). Full rationale and literature comparison:
`cowork_target_architecture_review.md`; adopted Phase E direction:
`docs/redesign_plan.md` ""Architecture review addendum (2026-06-10)""."
DH-00034,governing,ARCHITECTURE.md,721,paragraph,high,ratified;user-ratified;superseded,2026-06-10,user,cowork_target_architecture.md;docs/redesign_plan.md,1,,,"**★ Reconciliation (2026-06-29) — SUPERSEDED: the joint-lattice decode gave way to forward-only + a gated step.**
The 2026-06-10 ""joint inference over a hypothesis lattice / global Viterbi–beam decode"" above named the right
*goal* (revise an earlier commitment on later evidence) but the wrong *mechanism*. The subsequent investigation
**measured the full joint cross-layer search INERT** — the realisable gain is soft-evidence *quality* carried
forward (calibrated confidence + ranked alternatives), not the global cycling — so the architecture spends its
effort on good forward evidence, not on a beam search. The **ratified** architecture (user-ratified;
`cowork_target_architecture.md` §2) is **forward-only**:"
DH-00035,governing,ARCHITECTURE.md,728,bullet,broad,never,,user,cowork_target_architecture.md,1,,,"- each layer is feed-forward and emits **ranked candidates + a confidence**, never a forced point estimate;"
DH-00036,governing,ARCHITECTURE.md,729,bullet,high,overturned,,,cowork_target_architecture.md,1,,,"- ""revise on later evidence"" is the **confidence-weighted forward-override** — a confident commit is overturned
  only when contradicting later evidence crosses a threshold scaled to its confidence, firing a **localized
  forward recompute** (one pass, region-scoped, no back-edge), *not* a global backtrack;"
DH-00037,governing,ARCHITECTURE.md,732,bullet,high,ruled/ruling;superseded;no longer;decided/decision;never,,,docs/architecture_joint_inference.md;cowork_target_architecture.md,1,,,"- the one residual genuinely-coupled decision (key↔chord on the relative-pair / short-modulation cases) is a
  **gated, constrained joint step (Stage 5)** that fires only on the flagged minority, leaving the clean majority
  feed-forward.
So the circular dependencies listed above are real, but resolved **forward** (the slicer owns segmentation; L4
owns chord + non-chord-tone together; the cadence-confirmed key override and the function→chord override are
forward recomputes), not by a joint decode. The quality-levels table still holds as the *cost* dial but no longer
maps to beam width — it is the **effort preset** (quick / normal / ambitious), a *calibration* knob (not a structural
one), added after profiling. Its two standing design rules hold from the start: **(a)** every cost-driving choice is an
explicit *setting*, never a hardcoded constant; **(b)** every optional expensive refinement is a cleanly separable on/off
stage. The `docs/architecture_joint_inference.md` joint-decode synthesis is **superseded** by this, retained only as
history."
DH-00038,governing,ARCHITECTURE.md,744,heading,high,ratified,,,cowork_target_architecture.md,1,,,### 2.15 The core principle and the cross-cutting analysis contracts (ratified; full statements in `cowork_target_architecture.md`)
DH-00039,governing,ARCHITECTURE.md,746,paragraph,broad,never,,,cowork_target_architecture.md,1,,,"**The founding principle: analyze at the finest grain where harmony is well-defined, and make everything coarser a
*derived view*.** The atomic analysis unit is the **constant-sonority slice** (L2), never the metric beat; phrases,
key-areas, and sections are *groupings* derived from the per-slice analysis, not primary objects. This is what makes
segmentation a fact rather than a judgment (over-grab becomes structurally impossible, §3.3 L2), aligns the architecture
with the per-slice oracle metric we already built, and matches the SOTA shape (Contrapunctus labels every event). The
contracts below all serve this principle. Their detailed statements live in the target-architecture doc."
DH-00040,governing,ARCHITECTURE.md,753,bullet,broad,never,,,,1,,,"- **Universality in the fact layers; style only in calibration.** L1 (notes) and L2 (slicing) are **style-agnostic and
  lossless** — they carry facts, never style. Style-specificity lives **only** in the *calibration* of the judgment
  layers (their priors/weights), **never in structure**. (This sharpens §2.1: not merely *data-driven* style, but style
  confined to the layers that may carry it at all.)"
DH-00041,governing,ARCHITECTURE.md,757,bullet,high,ratified;overturned;sanctioned;pre-ratified,2026-07-02,user,cowork_confidence_contract.md,1,,,"- **The confidence-weighted forward-override** (§2.14) — any layer's confident inference is overturnable by decisive
  later evidence via a localized forward recompute; its instances are the cadence-confirmed key modulation and the
  fine-grain chord override. **Forward-only is a strong *default*, not dogma:** a sanctioned backward edge is admissible
  only as a deliberate, surfaced, measured, documented exception (justified by a plateau, scoped, gated,
  convergence-bounded, recorded). *The quantities this mechanism compares are governed by the **cross-layer confidence
  & calibration contract** (`cowork_confidence_contract.md`, review amendment A-1, 2026-07-02, ratification-gated):
  every boundary confidence is [0,1], class-declared (margin vs calibrated probability), and cross-layer comparisons
  happen only in the contract's declared frames.*"
DH-00042,governing,ARCHITECTURE.md,765,bullet,high,ratified;premise;STOP (#13);decided/decision;deferred,2026-07-01,user,cowork_layer6_grouping_design.md;cowork_voiceleading_axis_design.md,1,,,"- **The span typology** — a ""region"" is a *family* of spans, each named by its bounding criterion. *(★ FAMILY RENAME
  ✅ CONFIRMED (user, 2026-07-02) — ✅ EXECUTED at the merged Cowork doc pass (2026-07-03), propagated through every
  layer spec + the dictionary: **harmonic region → chord-span** (the typology bans ""region"" unqualified, yet its
  own atomic member carried the banned word; ""the span one committed chord prevails over"" is the criterion) ·
  latent **sequence-span → progression-schema-span** (D6, ratified) · latent **pedal span → pedal-point-span**
  (pedal point ≠ the piano's pedal) · **section-span / voice-leading-span** (suffix-consistent) · key-span /
  punctuation-span / decision-context span KEEP · **cadential scope** KEEP as the deliberate non-""span"" exception —
  it names a relation (the span a cadence closes AND confirms), not a segmentation.)* The current names: the
  **chord-span** (chord-rhythm — the span one committed chord prevails over, a maximal run of same-chord
  constant-sonority slices; the atomic member, formerly ""harmonic region"") · the **key-span** · the
  **punctuation-span** (the flat,
  surface-punctuation-delimited grouping span — the DCML `{}` unit Layer 6 owns; **renamed from ""phrase"" 2026-07-01** so
  that ""phrase [MT]"" denotes *only* the accepted **melodic** phrase, which is a voice-leading-axis object, not this one —
  see `cowork_layer6_grouping_design.md` §0) · the **decision-context span** (the
  bounded look-ahead a deferred decision integrates over — bounded by the deferring layer's stop condition and hard bound,
  per the Bounded-context contract below) · the **cadential scope** (the span a cadence closes *and*
  confirms — where a punctuation-span and a key-span are *jointly* articulated, which is why one cadence detector feeds both
  grouping and key) · the **progression-schema-span** (emitted by the recognition consumer, hosted by Layer 6) · the
  latent **section-span / pedal-point-span / voice-leading-span**. They relate by **nesting**
  (chord-spans ⊂ key-spans; chord-spans ⊂ punctuation-spans; punctuation-spans ⊂ section-spans) **or cross-cutting**
  (key-spans and punctuation-spans cross-cut — a key change may fall mid-span; progression-schema-spans cross-cut
  both). ""Region"" unqualified is **banned** as
  ambiguous; every layer names the span it operates on. (After the GTTM premise of independent structures.) *(The **cue
  that delimits** a punctuation-span is still supplied by the Layer-1.5 **phrase-boundary primitive** — that upstream
  primitive keeps its code name; only the grouping-**span** term changed.)*
  **★ voice-leading-span — criterion given (2026-07-03):** the span **one texture classification prevails over** — a
  maximal run carrying one voice-leading idiom; owner = the axis-2 texture classifier **VL-C**; v1 = the whole selection
  (one span) until the §15-1 per-span measurement refines it. Criterion + build home:
  `cowork_voiceleading_axis_design.md` §0/§5.3 (AS-BUILT). *(section-span / pedal-point-span remain latent.)*"
DH-00043,governing,ARCHITECTURE.md,798,bullet,high,ratified;ruled/ruling;STOP (#13);decided/decision,2026-07-02,user,cowork_bounded_context_design.md,1,,,"- **Bounded context** — analysis runs on the user's *selection*; a layer needing more requests an **append-only**
  extension from L1 (a data-supply call down the stack, not an analysis back-edge), carrying a stop condition and a hard
  bound. The binding scale requirements: **(R1)** cost scales with the working span, not the whole score; **(R2)**
  re-analysis is incremental over the dirty span plus a bounded margin; **(R3)** the working span is **extensible** (a
  fixed margin plus lazy extension). Whole-score analysis is the degenerate case (selection = score). *(The ONE
  detailed cross-layer spec for this contract is **`cowork_bounded_context_design.md`** — the request→supply→bounded-
  recompute protocol, the per-layer discovery rules incl. the pinned L5 decision-context extent, denial provenance,
  and the §11 acceptance list. Per the 2026-07-02 user directive it is the **hard gate before L6**: ratify → code →
  regression-test L1–L5, then L6 resumes. A short-lived duplicate contract doc was killed into it same day.)*"
